timestamp,Balancer stETH Stable Pool Growth of a ETH,Balancer rETH Stable Pool Growth of a ETH,Balancer rsETH / ETHx Growth of a ETH,Balancer osETH/wETH StablePool Growth of a ETH,Balancer wstETH-WETH Stable Pool Growth of a ETH,Balancer ETHx/wstETH Growth of a ETH,Balancer swETH-WETH Stable Pool Growth of a ETH,Balancer weETH/rETH StablePool Growth of a ETH,Balancer ezETH-WETH Stable Pool Growth of a ETH,Balancer weETH/ezETH/rswETH Growth of a ETH,Gyroscope ECLP wstETH/wETH Growth of a ETH,Gyroscope ECLP wstETH/cbETH Growth of a ETH,balETH
2024-07-17 04:49:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-07-17 10:45:47,1.0,1.000035492971966,1.000292715365422,0.9999913158143906,1.0000314280102816,1.0001833624320633,0.9996803202395732,1.0002561935233478,1.0001858629419018,0.9996924736586678,1.0000892832541526,1.0000394947275673,1.0
2024-07-17 16:43:11,1.000043387065117,1.0000728232816074,1.000373110623625,0.9999913088842446,1.00007381380762,1.0002844592130617,0.9997220399078368,1.000274020625945,1.0002187155928237,0.999722942299737,1.0001953802545043,1.0001062198076405,0.999585498722691
2024-07-17 22:39:35,1.000043387065117,0.999933308451843,1.0004251416475638,0.9999995518550834,1.0000929758591106,1.000335680516,0.9996700624157956,1.0002409338788159,1.000174304071318,0.9997233260284238,1.0002622822967964,1.0001480876295736,0.999585498722691
2024-07-18 04:36:47,1.000006427457221,0.9999453422747236,1.0004902955404287,1.0000194882699431,1.0000618840419735,1.000374163513698,0.999384266398195,1.0002494440049448,1.0002075418765906,0.9997501573662698,1.0002689594961434,1.0001521874489467,0.999585498722691
2024-07-18 10:34:47,1.0000064352920666,0.9999690778389936,1.0008775100210048,1.0000845817917743,1.000086074248096,1.0006813938544534,0.9994552176402176,1.0003163453180908,1.0002152130206055,0.9995441036533119,1.0003470136737391,1.0001836316607389,0.999585498722691
2024-07-18 16:30:59,1.0000525204667152,0.9999921446798034,1.0009448919968411,1.0001043116847874,1.0001625442982345,1.000787910380228,0.9994370535874345,1.00035344761879,1.0002340549461135,0.9995721282272468,1.0004446731513745,1.0002456646741755,0.9995910315010015
2024-07-18 22:27:35,1.0000525204667152,1.0003174159405301,1.0009878725328638,1.000124038740031,1.0001484292998297,1.000892766116986,0.9998894009756403,1.000511801080393,1.000113019447635,0.999555937613496,1.0005088467829708,1.0002755046619876,0.9996693312714312
2024-07-19 04:23:59,1.0003294163335428,1.0003407397977846,1.0010346846442284,1.0001437896511154,1.0005407986669297,1.0012302896755743,0.9998329002711296,1.0005167521771148,1.0001419041579116,0.9995803194884845,1.0010115609119896,1.0007887102096178,0.9997475993846057
2024-07-19 10:20:11,1.0003288432201591,1.00036408557295,1.001660764502567,1.0002203376668137,1.0005168414682006,1.0015725557119683,0.9994257163216786,1.0005958933740493,1.0003217676742724,0.9992458538287629,1.0010100930437593,1.000822778091726,0.9998258358227718
2024-07-19 16:16:35,1.000372253817839,1.0003843174744673,1.0017006603433156,1.0002401784685164,1.000600670492709,1.0016501277873366,0.999429499227352,1.000602310618015,1.0003477939448466,0.9992788304312255,1.0011344083760927,1.0008745288493879,0.9999067132489754
2024-07-19 22:13:11,1.000372253817839,1.0007225476974306,1.0017589412213377,1.0002597574928778,1.0005991893635604,1.00166331542248,0.9992897794375839,1.0007669692688337,1.0004345100377223,0.9993287283083355,1.0012505426372402,1.001069075410346,1.0000743113595743
2024-07-20 04:10:35,1.000100797799159,1.00074651512609,1.0018322262807062,1.0002795562166749,1.0002457524457518,1.001446415419283,0.999224893223269,1.0007848120724296,1.0004610933726252,0.9993551387119399,1.000869114319982,1.000772667356236,1.0002982976947787
2024-07-20 10:07:11,0.999949988683142,1.000770109919606,1.0014592611879887,1.0003508935892598,1.0002633612087455,1.0013010705003074,1.0016088693994474,1.0009017740922255,1.0004679953780145,0.999850644852858,1.000936475179109,1.0008371233095454,1.0005218826796067
2024-07-20 16:03:35,0.9999899200275276,1.000793577868207,1.0015477274248896,1.0003612634456471,1.0003421565880586,1.0013816737429817,1.0012034308827955,1.0009373726139776,1.0004948195539962,0.9998833128806487,1.0010403776457404,1.0008266876026017,1.0007454421551576
2024-07-20 22:00:47,0.9999899200275276,1.0004594176077224,1.0016163444381054,1.000381059448849,1.0003516918582411,1.001379285368646,1.0009818701061972,1.0008232415446847,1.000452343574975,0.9998872759375615,1.0010975634857002,1.000857981327722,1.0003635674784512
2024-07-21 03:56:35,0.9998524608455521,1.000447134274678,1.0016944821654346,1.0004007401453128,1.0001943217487204,1.0012958259364957,1.0009037684491828,1.0008408544460454,1.00047761888279,0.9999186489732328,1.0009740851888058,1.0005734372243666,1.0003635674784512
2024-07-21 09:52:59,0.9998524608455521,1.0004678449545332,1.0016759507551745,1.0004201190183686,1.000211888483864,1.0013588231032533,1.0009089457692872,1.000867375722067,1.0004551391712384,1.000148711949308,1.0010496844542716,1.0006150798893374,1.0003635674784512
2024-07-21 15:49:59,0.9998915609498626,1.0004890653156153,1.0016901976203156,1.000477711146816,1.0002921930758104,1.001470120991966,1.0011056194736165,1.000966052624851,1.000482786942721,1.000146722795999,1.0011167330054995,1.0006821041054077,1.0003635674784512
2024-07-21 21:47:11,0.9998915609498626,1.0005997896695455,1.0017696083201337,1.0004974967744225,1.0002691746848742,1.001576248568601,1.000980012688764,1.001016843056566,1.000496457617442,1.000171027525631,1.0011678561746653,1.0007110213096693,1.0002117561125534
2024-07-22 03:43:47,1.0000597711220256,1.0006035123161943,1.0018505446118073,1.0005175709031255,1.0004997117393406,1.0018220609611725,1.0008704310613388,1.001034216880436,1.0005256620672922,1.0002002935374805,1.0014946678158712,1.000991130205385,1.0002117561125534
