         559833989 function calls (548746568 primitive calls) in 472.916 seconds

   Ordered by: cumulative time
   List reduced from 4969 to 500 due to restriction <500>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9363    0.014    0.000    0.635    0.000 sslproto.py:606(_start_handshake)
   194820    0.069    0.000    0.630    0.000 update_destination_token_values_tables.py:281(<lambda>)
  1884685    0.491    0.000    0.629    0.000 decoding.py:314(split_data_and_padding)
  2069378    0.387    0.000    0.620    0.000 decorators.py:39(_hexstr_or_text_kwarg_is_text_type)
    59316    0.014    0.000    0.615    0.000 parsers.py:169(_get_text_content)
        2    0.000    0.000    0.615    0.307 update_transactions_table_for_gas_costs.py:58(fetch_tokemak_address_constants_dfs)
    23176    0.140    0.000    0.609    0.000 client_proto.py:239(data_received)
        1    0.000    0.000    0.589    0.589 create.py:634(connect)
        1    0.000    0.000    0.589    0.589 default.py:623(connect)
        1    0.000    0.000    0.589    0.589 __init__.py:80(connect)
        1    0.589    0.589    0.589    0.589 {built-in method psycopg2._psycopg._connect}
   729851    0.212    0.000    0.573    0.000 series.py:1220(_get_value)
   237755    0.133    0.000    0.570    0.000 decoding.py:511(read_data_from_stream)
     9068    0.002    0.000    0.567    0.000 parsers.py:535(_handle_timestamp)
     9068    0.003    0.000    0.565    0.000 utils.py:951(parse_timestamp)
    28077    0.023    0.000    0.563    0.000 sslproto.py:601(_write_appdata)
     9068    0.011    0.000    0.560    0.000 utils.py:932(_parse_timestamp_with_tzinfo)
     9359    0.010    0.000    0.560    0.000 multicall.py:111(aggregate)
    10822    0.026    0.000    0.554    0.000 selector_events.py:506(_sock_connect)
     9068    0.004    0.000    0.548    0.000 _parser.py:1270(parse)
     9068    0.013    0.000    0.544    0.000 _parser.py:572(parse)
        1    0.000    0.000    0.540    0.540 update_token_values_table.py:164(_build_backing_calls)
     9410    0.006    0.000    0.529    0.000 _base.py:430(result)
   396733    0.437    0.000    0.523    0.000 base.py:1576(__iter__)
       85    0.002    0.000    0.521    0.006 result.py:1312(fetchall)
        8    0.000    0.000    0.518    0.065 _base.py:614(result_iterator)
        5    0.000    0.000    0.518    0.104 _base.py:316(_result_or_cancel)
      156    0.292    0.002    0.513    0.003 result.py:551(<listcomp>)
    18718    0.047    0.000    0.507    0.000 client_reqrep.py:1048(start)
  1884101    0.376    0.000    0.507    0.000 decoding.py:327(validate_padding_bytes)
   116218    0.328    0.000    0.483    0.000 inspect.py:3050(_bind)
     9363    0.012    0.000    0.480    0.000 sslproto.py:105(do_handshake)
  3108956    0.312    0.000    0.477    0.000 types.py:23(is_string)
     9074    0.044    0.000    0.472    0.000 _parser.py:666(_parse)
3745940/3745154    0.256    0.000    0.470    0.000 {built-in method builtins.getattr}
  1558327    0.470    0.000    0.470    0.000 _raw_api.py:284(__del__)
    22476    0.030    0.000    0.466    0.000 impl.py:25(start_connection)
   244740    0.038    0.000    0.458    0.000 encoding.py:627(<genexpr>)
        4    0.000    0.000    0.449    0.112 base.py:1711(exec_driver_sql)
  1607418    0.126    0.000    0.448    0.000 full.py:49(<genexpr>)
        1    0.000    0.000    0.446    0.446 langhelpers.py:1909(go)
        1    0.000    0.000    0.446    0.446 create.py:732(first_connect)
     9472    0.006    0.000    0.437    0.000 validation.py:158(is_not_address_string)
    46799    0.043    0.000    0.434    0.000 selector_events.py:904(write)
     9362    0.006    0.000    0.427    0.000 selector_events.py:983(_call_connection_lost)
     9362    0.295    0.000    0.421    0.000 selector_events.py:739(_call_connection_lost)
  2312736    0.281    0.000    0.419    0.000 types.py:11(is_integer)
      120    0.001    0.000    0.416    0.003 socket.py:938(getaddrinfo)
      120    0.414    0.003    0.414    0.003 {built-in method _socket.getaddrinfo}
  3731746    0.410    0.000    0.410    0.000 {method 'islower' of 'str' objects}
  3116654    0.406    0.000    0.406    0.000 api.py:180(_typeof)
       57    0.405    0.007    0.405    0.007 {method 'writerows' of '_csv.writer' objects}
  1000861    0.281    0.000    0.396    0.000 attributes.py:1063(get)
    22503    0.065    0.000    0.396    0.000 _staggered.py:47(staggered_race)
    46835    0.388    0.000    0.388    0.000 {method 'send' of '_socket.socket' objects}
    18718    0.019    0.000    0.382    0.000 http_writer.py:75(_write)
  6996459    0.380    0.000    0.380    0.000 decorators.py:27(<lambda>)
        1    0.000    0.000    0.374    0.374 psycopg2.py:682(initialize)
        1    0.000    0.000    0.374    0.374 base.py:3181(initialize)
  3116654    0.373    0.000    0.373    0.000 {built-in method _cffi_backend.newp}
    18788    0.006    0.000    0.372    0.000 client.py:1392(__aexit__)
  1410049    0.359    0.000    0.368    0.000 state.py:865(_modified_event)
   598864    0.125    0.000    0.368    0.000 decoding.py:157(<genexpr>)
    18788    0.042    0.000    0.365    0.000 client.py:1257(close)
     9519    0.010    0.000    0.365    0.000 __init__.py:299(loads)
     9394    0.010    0.000    0.362    0.000 async_base.py:88(encode_rpc_request)
    18718    0.009    0.000    0.360    0.000 sslproto.py:381(write)
    58109    0.034    0.000    0.359    0.000 functoolz.py:905(is_partial_args)
   876452    0.269    0.000    0.355    0.000 decoding.py:97(pop_frame)
   795999    0.294    0.000    0.354    0.000 events.py:31(__init__)
     9519    0.013    0.000    0.353    0.000 decoder.py:332(decode)
  7139018    0.349    0.000    0.349    0.000 {method 'pop' of 'dict' objects}
  5372633    0.338    0.000    0.338    0.000 {method 'lower' of 'str' objects}
   110142    0.087    0.000    0.334    0.000 encoding.py:104(__init__)
     9519    0.330    0.000    0.330    0.000 decoder.py:343(raw_decode)
     9359    0.006    0.000    0.326    0.000 cookies.py:525(load)
  1369139    0.158    0.000    0.326    0.000 abc.py:117(__instancecheck__)
     9359    0.055    0.000    0.320    0.000 client_reqrep.py:694(send)
     9359    0.091    0.000    0.319    0.000 cookies.py:539(__parse_string)
       85    0.003    0.000    0.314    0.004 sql.py:194(_wrap_result)
       59    0.010    0.000    0.313    0.005 result.py:1759(all)
     9394    0.014    0.000    0.310    0.000 connector.py:883(close)
   201559    0.095    0.000    0.308    0.000 instrumentation.py:528(_new_state_if_none)
  1454197    0.205    0.000    0.307    0.000 encoding.py:5(big_endian_to_int)
    18726    0.017    0.000    0.307    0.000 base_events.py:983(create_connection)
     9443    0.004    0.000    0.303    0.000 encoding.py:228(json_encode)
        1    0.000    0.000    0.302    0.302 update_destinations_states_table.py:421(_overwrite_bad_summary_states_rows)
     9361    0.019    0.000    0.302    0.000 client_reqrep.py:645(write_bytes)
        1    0.000    0.000    0.301    0.301 postgres_operations.py:393(set_some_cells_to_null)
    58109    0.018    0.000    0.301    0.000 inspect.py:3188(bind_partial)
   244600    0.150    0.000    0.301    0.000 tasks.py:720(_done_callback)
     9443    0.007    0.000    0.299    0.000 encoding.py:203(_friendly_json_encode)
  1558327    0.299    0.000    0.299    0.000 _raw_api.py:138(get_raw_buffer)
        1    0.000    0.000    0.297    0.297 default.py:521(initialize)
     9359    0.031    0.000    0.295    0.000 sslproto.py:630(_on_handshake_complete)
     9394    0.009    0.000    0.295    0.000 connector.py:442(close)
     9498    0.006    0.000    0.293    0.000 __init__.py:183(dumps)
      156    0.000    0.000    0.292    0.002 cursor.py:2134(_fetchall_impl)
      156    0.000    0.000    0.292    0.002 cursor.py:1131(fetchall)
    14817    0.290    0.000    0.290    0.000 {method 'decompress' of 'zlib.Decompress' objects}
    46865    0.016    0.000    0.288    0.000 ssl.py:908(read)
   357009    0.118    0.000    0.287    0.000 {built-in method builtins.sum}
     9498    0.009    0.000    0.287    0.000 encoder.py:182(encode)
      156    0.286    0.002    0.287    0.002 {method 'fetchall' of 'psycopg2.extensions.cursor' objects}
     9394    0.029    0.000    0.284    0.000 connector.py:447(_close)
   941384    0.160    0.000    0.279    0.000 encoding.py:525(validate_value)
  1810209    0.166    0.000    0.278    0.000 types.py:27(is_boolean)
     9498    0.276    0.000    0.276    0.000 encoder.py:204(iterencode)
     9359    0.272    0.000    0.272    0.000 multicall.py:92(<listcomp>)
    18726    0.022    0.000    0.272    0.000 base_events.py:1114(_create_connection_transport)
  3769370    0.269    0.000    0.269    0.000 decoding.py:336(_get_value_byte_size)
    58109    0.037    0.000    0.268    0.000 functoolz.py:893(is_valid_args)
     9074    0.013    0.000    0.263    0.000 _parser.py:199(split)
     9361    0.006    0.000    0.262    0.000 payload.py:278(write)
   725304    0.180    0.000    0.261    0.000 encoding.py:1(int_to_big_endian)
    18788    0.036    0.000    0.261    0.000 connector.py:914(_resolve_host)
   736476    0.160    0.000    0.261    0.000 indexing.py:2765(check_dict_or_set_indexers)
   409608    0.194    0.000    0.260    0.000 futures.py:220(add_done_callback)
     2547    0.006    0.000    0.259    0.000 frame.py:4271(__setitem__)
     9361    0.009    0.000    0.256    0.000 http_writer.py:95(write)
   247858    0.063    0.000    0.254    0.000 typing.py:993(__instancecheck__)
  1237743    0.176    0.000    0.253    0.000 padding.py:6(zpad)
  530/516    0.000    0.000    0.252    0.000 common.py:62(new_method)
    18788    0.019    0.000    0.250    0.000 connector.py:1005(_resolve_host_with_throttle)
      488    0.001    0.000    0.249    0.001 series.py:6110(_cmp_method)
     2547    0.003    0.000    0.248    0.000 frame.py:4514(_set_item)
      465    0.000    0.000    0.247    0.001 arraylike.py:38(__eq__)
       85    0.106    0.001    0.243    0.003 sql.py:160(_convert_arrays_to_dataframe)
   117902    0.017    0.000    0.243    0.000 _parser.py:189(__next__)
   725767    0.243    0.000    0.243    0.000 numeric.py:19(compute_unsigned_integer_bounds)
      104    0.002    0.000    0.240    0.002 models.py:947(json)
      390    0.239    0.001    0.239    0.001 to_dict.py:225(<listcomp>)


