,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,datetime_received,aggregatorName
7,0.99712620929,0.9967772151200001,USDC,frxUSD,2025-09-23 18:09:19.624091+00:00,Lifi
8,0.9955736360105806,0.995225185237977,USDe,frxUSD,2025-09-23 18:09:17.946241+00:00,Lifi
9,0.9976641637671533,0.9973149813098346,GHO,frxUSD,2025-09-23 18:09:18.313548+00:00,Lifi
10,0.99662835384,0.9962795339199999,USDT,frxUSD,2025-09-23 18:09:18.920873+00:00,Lifi
11,0.9989964816798568,0.9986468329112689,FRAX,frxUSD,2025-09-23 18:09:19.079626+00:00,Lifi
12,0.9974504507716272,0.9971013431138571,crvUSD,USDC,2025-09-23 18:09:19.459185+00:00,Lifi
13,0.9975789077324586,0.9972297551147522,frxUSD,USDC,2025-09-23 18:09:20.418040+00:00,Lifi
14,0.9965280897152514,0.9961793048838511,USDe,USDC,2025-09-23 18:09:20.223509+00:00,Lifi
15,0.9981075024069668,0.9977581647811243,GHO,USDC,2025-09-23 18:09:20.578336+00:00,Lifi
16,0.9970014321599999,0.9966524816600001,USDT,USDC,2025-09-23 18:09:21.235976+00:00,Lifi
17,0.9995899059238379,0.9992400494567646,FRAX,USDC,2025-09-23 18:09:21.272353+00:00,Lifi
18,0.9983476052461131,0.9979981835842769,crvUSD,USDe,2025-09-23 18:09:21.746680+00:00,Lifi
19,0.9985606318432511,0.998211135622106,frxUSD,USDe,2025-09-23 18:09:22.153525+00:00,Lifi
20,0.99838488284,0.99803544813,USDC,USDe,2025-09-23 18:09:23.316295+00:00,Lifi
21,0.998972352315446,0.9986227119921356,GHO,USDe,2025-09-23 18:09:22.824541+00:00,Lifi
22,0.99788640343,0.9975371431900001,USDT,USDe,2025-09-23 18:09:23.215218+00:00,Lifi
23,1.0005053353363813,1.0001551584690136,FRAX,USDe,2025-09-23 18:09:23.594845+00:00,Lifi
24,0.996761470285249,0.9964126037706491,crvUSD,GHO,2025-09-23 18:09:23.983724+00:00,Lifi
25,0.9968761950365425,0.9965272883682798,frxUSD,GHO,2025-09-23 18:09:24.335124+00:00,Lifi
26,0.996785076,0.99643620122,USDC,GHO,2025-09-23 18:09:26.246748+00:00,Lifi
27,0.995806228805861,0.9954576966257791,USDe,GHO,2025-09-23 18:09:25.109177+00:00,Lifi
28,0.9962967054799999,0.9959480016300001,USDT,GHO,2025-09-23 18:09:25.466961+00:00,Lifi
29,0.9988065202239783,0.9984569379418999,FRAX,GHO,2025-09-23 18:09:27.516052+00:00,Lifi
30,0.9979610320312297,0.9976117456700188,crvUSD,USDT,2025-09-23 18:09:26.128266+00:00,Lifi
31,0.9981305469032605,0.9977812012118443,frxUSD,USDT,2025-09-23 18:09:26.830555+00:00,Lifi
32,0.99801415706,0.9976648521100001,USDC,USDT,2025-09-23 18:09:26.884435+00:00,Lifi
33,0.9970289391616939,0.9966799790329872,USDe,USDT,2025-09-23 18:09:27.272436+00:00,Lifi
34,0.9986112299464748,0.9982617160159934,GHO,USDT,2025-09-23 18:09:27.737752+00:00,Lifi
35,1.0000434322786647,0.9996934170773669,FRAX,USDT,2025-09-23 18:09:27.989718+00:00,Lifi
36,0.9953438474730495,0.9949954771264339,crvUSD,FRAX,2025-09-23 18:09:28.412470+00:00,Lifi
37,0.9954706992885404,0.9951222845437895,frxUSD,FRAX,2025-09-23 18:09:31.016429+00:00,Lifi
38,0.9953148383899999,0.9949664782,USDC,FRAX,2025-09-23 18:09:29.144259+00:00,Lifi
39,0.9943355806445497,0.9939875631913242,USDe,FRAX,2025-09-23 18:09:29.591107+00:00,Lifi
40,0.9958168187148593,0.995468282828309,GHO,FRAX,2025-09-23 18:09:31.328038+00:00,Lifi
41,0.99477456553,0.9944263944299999,USDT,FRAX,2025-09-23 18:09:33.881915+00:00,Lifi
0,0.997455116674045,0.9971060073832091,frxUSD,crvUSD,2025-09-23 18:10:37.096092+00:00,Lifi
1,0.9973821535699999,0.99703306982,USDC,crvUSD,2025-09-23 18:10:36.943181+00:00,Lifi
2,0.9964384180735391,0.9960896646272134,USDe,crvUSD,2025-09-23 18:10:37.088256+00:00,Lifi
3,0.9979745178636371,0.997625226782385,GHO,crvUSD,2025-09-23 18:10:37.199512+00:00,Lifi
4,0.99690827644,0.99655935854,USDT,crvUSD,2025-09-23 18:10:37.147655+00:00,Lifi
5,0.9993736551147199,0.9990238743354297,FRAX,crvUSD,2025-09-23 18:10:37.186433+00:00,Lifi
